date,S,I,R
1995-09-12,47992800,0,52007200
1995-09-19,47992800,0,52007200
1995-09-26,47992800,0,52007200
1995-10-03,47992800,0,52007200
1995-10-10,47992800,0,52007200
1995-10-17,47992800,0,52007200
1995-10-24,47992800,0,52007200
1995-10-31,47992800,0,52007200
1995-11-07,47992800,0,52007200
1995-11-14,47992800,0,52007200
1995-11-21,47992800,0,52007200
1995-11-28,47992800,0,52007200
1995-12-05,47992800,0,52007200
1995-12-12,47992800,0,52007200
1995-12-19,47992800,0,52007200
1995-12-26,47992800,0,52007200
1996-01-02,47992800,0,52007200
1996-01-09,47992800,0,52007200
1996-01-16,47992800,0,52007200
1996-01-23,47992800,0,52007200
1996-01-30,47992800,0,52007200
1996-02-06,47992800,0,52007200
1996-02-13,47992800,0,52007200
1996-02-20,47992800,0,52007200
1996-02-27,47992800,0,52007200
1996-03-05,47992800,0,52007200
1996-03-12,47992800,0,52007200
1996-03-19,47992800,0,52007200
1996-03-26,47992800,0,52007200
1996-04-02,47992800,0,52007200
1996-04-09,47992800,0,52007200
1996-04-16,47992800,0,52007200
1996-04-23,47992800,0,52007200
1996-04-30,47992800,0,52007200
1996-05-07,47992800,0,52007200
1996-05-14,47992800,0,52007200
1996-05-21,47992800,0,52007200
1996-05-28,47992800,0,52007200
1996-06-04,47992800,0,52007200
1996-06-11,47992800,0,52007200
1996-06-18,47992800,0,52007200
1996-06-25,47992800,0,52007200
1996-07-02,47992800,0,52007200
1996-07-09,47992800,0,52007200
1996-07-16,47992800,0,52007200
1996-07-23,47992800,0,52007200
1996-07-30,47992800,0,52007200
1996-08-06,47992800,0,52007200
1996-08-13,47992800,0,52007200
1996-08-20,47992800,0,52007200
1996-08-27,47992800,0,52007200
1996-09-03,47992800,0,52007200
1996-09-10,47992800,0,52007200
1996-09-17,47992800,0,52007200
1996-09-24,47992800,0,52007200
1996-10-01,47992800,0,52007200
1996-10-08,47992800,0,52007200
1996-10-15,47992800,0,52007200
1996-10-22,47992800,0,52007200
1996-10-29,47992800,0,52007200
1996-11-05,47992800,0,52007200
1996-11-12,47992800,0,52007200
1996-11-19,47992800,0,52007200
1996-11-26,47992800,0,52007200
1996-12-03,47992800,0,52007200
1996-12-10,47992800,0,52007200
1996-12-17,47992800,0,52007200
1996-12-24,47992800,0,52007200
1996-12-31,47992800,0,52007200
1997-01-07,47992800,0,52007200
1997-01-14,47992800,0,52007200
1997-01-21,47992800,0,52007200
1997-01-28,47992800,0,52007200
1997-02-04,47992800,0,52007200
1997-02-11,47992800,0,52007200
1997-02-18,47992800,0,52007200
1997-02-25,47992800,0,52007200
1997-03-04,47992800,0,52007200
1997-03-11,47992800,0,52007200
1997-03-18,47992800,0,52007200
1997-03-25,47992800,0,52007200
1997-04-01,47992800,0,52007200
1997-04-08,47992800,0,52007200
1997-04-15,47992800,0,52007200
1997-04-22,47992800,0,52007200
1997-04-29,47992800,0,52007200
1997-05-06,47992800,0,52007200
1997-05-13,47992800,0,52007200
1997-05-20,47992800,0,52007200
1997-05-27,47992800,0,52007200
1997-06-03,47992800,0,52007200
1997-06-10,47992800,0,52007200
1997-06-17,47992800,0,52007200
1997-06-24,47992800,0,52007200
1997-07-01,47992800,0,52007200
1997-07-08,47992800,0,52007200
1997-07-15,47992800,0,52007200
1997-07-22,47992800,0,52007200
1997-07-29,47992800,0,52007200
1997-08-05,47992800,0,52007200
1997-08-12,47992800,0,52007200
1997-08-19,47992800,0,52007200
1997-08-26,47992800,0,52007200
1997-09-02,47992800,0,52007200
1997-09-09,47992800,0,52007200
1997-09-16,47992800,0,52007200
1997-09-23,47992800,0,52007200
1997-09-30,47992800,0,52007200
1997-10-07,47992800,0,52007200
1997-10-14,47992800,0,52007200
1997-10-21,47992800,0,52007200
1997-10-28,47992800,0,52007200
1997-11-04,47992800,0,52007200
1997-11-11,47992800,0,52007200
1997-11-18,47992800,0,52007200
1997-11-25,47992800,0,52007200
1997-12-02,47992800,0,52007200
1997-12-09,47992800,0,52007200
1997-12-16,47992800,0,52007200
1997-12-23,47992800,0,52007200
1997-12-30,47992800,0,52007200
1998-01-06,47992800,0,52007200
1998-01-13,47992800,0,52007200
1998-01-20,47992800,0,52007200
1998-01-27,47992800,0,52007200
1998-02-03,47992800,0,52007200
1998-02-10,47992800,0,52007200
1998-02-17,47992800,0,52007200
1998-02-24,47992800,0,52007200
1998-03-03,47992800,0,52007200
1998-03-10,47992800,0,52007200
1998-03-17,47992800,0,52007200
1998-03-24,47992800,0,52007200
1998-03-31,47992800,0,52007200
1998-04-07,47992800,0,52007200
1998-04-14,47992800,0,52007200
1998-04-21,47992800,0,52007200
1998-04-28,47992800,0,52007200
1998-05-05,47992800,0,52007200
1998-05-12,47992800,0,52007200
1998-05-19,47992800,0,52007200
1998-05-26,47992800,0,52007200
1998-06-02,47992800,0,52007200
1998-06-09,47992800,0,52007200
1998-06-16,47992800,0,52007200
1998-06-23,47992800,0,52007200
1998-06-30,47992800,0,52007200
1998-07-07,47992800,0,52007200
1998-07-14,47992800,0,52007200
1998-07-21,47992800,0,52007200
1998-07-28,47992800,0,52007200
1998-08-04,47992800,0,52007200
1998-08-11,47992800,0,52007200
1998-08-18,47992800,0,52007200
1998-08-25,47992800,0,52007200
1998-09-01,47992800,0,52007200
1998-09-08,47992800,0,52007200
1998-09-15,47992800,0,52007200
1998-09-22,47992800,0,52007200
1998-09-29,47992800,0,52007200
1998-10-06,47992800,0,52007200
1998-10-13,47992800,0,52007200
1998-10-20,47992800,0,52007200
1998-10-27,47992800,0,52007200
1998-11-03,47992800,0,52007200
1998-11-10,47992800,0,52007200
1998-11-17,47992800,0,52007200
1998-11-24,47992800,0,52007200
1998-12-01,47992800,0,52007200
1998-12-08,47992800,0,52007200
1998-12-15,47992800,0,52007200
1998-12-22,47992800,0,52007200
1998-12-29,47992800,0,52007200
1999-01-05,47992800,0,52007200
1999-01-12,47992800,0,52007200
1999-01-19,47992800,0,52007200
1999-01-26,47992800,0,52007200
1999-02-02,47992800,0,52007200
1999-02-09,47992800,0,52007200
1999-02-16,47992800,0,52007200
1999-02-23,47992800,0,52007200
1999-03-02,47992800,0,52007200
1999-03-09,47992800,0,52007200
1999-03-16,47992800,0,52007200
1999-03-23,47992800,0,52007200
1999-03-30,47992800,0,52007200
1999-04-06,47992800,0,52007200
1999-04-13,47992800,0,52007200
1999-04-20,47992800,0,52007200
1999-04-27,47992800,0,52007200
1999-05-04,47992800,0,52007200
1999-05-11,47992800,0,52007200
1999-05-18,47992800,0,52007200
1999-05-25,47992800,0,52007200
1999-06-01,47992800,0,52007200
1999-06-08,47992800,0,52007200
1999-06-15,47992800,0,52007200
1999-06-22,47992800,0,52007200
1999-06-29,47992800,0,52007200
1999-07-06,47992800,0,52007200
1999-07-13,47992800,0,52007200
1999-07-20,47992800,0,52007200
1999-07-27,47992800,0,52007200
1999-08-03,47992800,0,52007200
1999-08-10,47992800,0,52007200
1999-08-17,47992800,0,52007200
1999-08-24,47992800,0,52007200
1999-08-31,47992800,0,52007200
1999-09-07,47992800,0,52007200
1999-09-14,47992800,0,52007200
1999-09-21,47992800,0,52007200
1999-09-28,47992800,0,52007200
1999-10-05,47992800,0,52007200
1999-10-12,47992800,0,52007200
1999-10-19,47992800,0,52007200
1999-10-26,47992800,0,52007200
1999-11-02,47992800,0,52007200
1999-11-09,47992800,0,52007200
1999-11-16,47992800,0,52007200
1999-11-23,47992800,0,52007200
1999-11-30,47992800,0,52007200
1999-12-07,47992800,0,52007200
1999-12-14,47992800,0,52007200
1999-12-21,47992800,0,52007200
1999-12-28,47992800,0,52007200
2000-01-04,47992800,0,52007200
2000-01-11,47992800,0,52007200
2000-01-18,47992800,0,52007200
2000-01-25,47992800,0,52007200
2000-02-01,47992800,0,52007200
2000-02-08,47992800,0,52007200
2000-02-15,47992800,0,52007200
2000-02-22,47992800,0,52007200
2000-02-29,47992800,0,52007200
2000-03-07,47992800,0,52007200
2000-03-14,47992800,0,52007200
2000-03-21,47992800,0,52007200
2000-03-28,47992800,0,52007200
2000-04-04,47992800,0,52007200
2000-04-11,47992800,0,52007200
2000-04-18,47992800,0,52007200
2000-04-25,47992800,0,52007200
2000-05-02,47992800,0,52007200
2000-05-09,47992800,0,52007200
2000-05-16,47992800,0,52007200
2000-05-23,47992800,0,52007200
2000-05-30,47992800,0,52007200
2000-06-06,47992800,0,52007200
2000-06-13,47992800,0,52007200
2000-06-20,47992800,0,52007200
2000-06-27,47992800,0,52007200
2000-07-04,47992800,0,52007200
2000-07-11,47992800,0,52007200
2000-07-18,47992800,0,52007200
2000-07-25,47992800,0,52007200
2000-08-01,47992800,0,52007200
2000-08-08,47992800,0,52007200
2000-08-15,47992800,0,52007200
2000-08-22,47992800,0,52007200
2000-08-29,47992800,0,52007200
2000-09-05,47992800,0,52007200
2000-09-12,47992800,0,52007200
2000-09-19,47992800,0,52007200
2000-09-26,47992800,0,52007200
2000-10-03,47992800,0,52007200
2000-10-10,47992800,0,52007200
2000-10-17,47992800,0,52007200
2000-10-24,47992800,0,52007200
2000-10-31,47992800,0,52007200
2000-11-07,47992800,0,52007200
2000-11-14,47992800,0,52007200
2000-11-21,47992800,0,52007200
2000-11-28,47992800,0,52007200
2000-12-05,47992800,0,52007200
2000-12-12,47992800,0,52007200
2000-12-19,47992800,0,52007200
2000-12-26,47992800,0,52007200
2001-01-02,47992800,0,52007200
2001-01-09,47992800,0,52007200
2001-01-16,47992800,0,52007200
2001-01-23,47992800,0,52007200
2001-01-30,47992800,0,52007200
2001-02-06,47992800,0,52007200
2001-02-13,47992800,0,52007200
2001-02-20,47992800,0,52007200
2001-02-27,47992800,0,52007200
2001-03-06,47992800,0,52007200
2001-03-13,47992800,0,52007200
2001-03-20,47992800,0,52007200
2001-03-27,47992800,0,52007200
2001-04-03,47992800,0,52007200
2001-04-10,47992800,0,52007200
2001-04-17,47992800,0,52007200
2001-04-24,47992800,0,52007200
2001-05-01,47992800,0,52007200
2001-05-08,47992800,0,52007200
2001-05-15,47992800,0,52007200
2001-05-22,47992800,0,52007200
2001-05-29,47992800,0,52007200
2001-06-05,47992800,0,52007200
2001-06-12,47992800,0,52007200
2001-06-19,47992800,0,52007200
2001-06-26,47992800,0,52007200
2001-07-03,47992800,0,52007200
2001-07-10,47992800,0,52007200
2001-07-17,47992800,0,52007200
2001-07-24,47992800,0,52007200
2001-07-31,47992800,0,52007200
2001-08-07,47992800,0,52007200
2001-08-14,47992800,0,52007200
2001-08-21,47992800,0,52007200
2001-08-28,47992800,0,52007200
2001-09-04,47992800,0,52007200
2001-09-11,47992800,0,52007200
2001-09-18,47992800,0,52007200
2001-09-25,47992800,0,52007200
2001-10-02,47992800,0,52007200
2001-10-09,47992800,0,52007200
2001-10-16,47992800,0,52007200
2001-10-23,47992800,0,52007200
2001-10-30,47992800,0,52007200
2001-11-06,47992800,0,52007200
2001-11-13,47992800,0,52007200
2001-11-20,47992800,0,52007200
2001-11-27,47992800,0,52007200
2001-12-04,47992800,0,52007200
2001-12-11,47992800,0,52007200
2001-12-18,47992800,0,52007200
2001-12-25,47992800,0,52007200
2002-01-01,47992800,0,52007200
2002-01-08,47992800,0,52007200
2002-01-15,47992800,0,52007200
2002-01-22,47992800,0,52007200
2002-01-29,47992800,0,52007200
2002-02-05,47992800,0,52007200
2002-02-12,47992800,0,52007200
2002-02-19,47992800,0,52007200
2002-02-26,47992800,0,52007200
2002-03-05,47992800,0,52007200
2002-03-12,47992800,0,52007200
2002-03-19,47992800,0,52007200
2002-03-26,47992800,0,52007200
2002-04-02,47992800,0,52007200
2002-04-09,47992800,0,52007200
2002-04-16,47992800,0,52007200
2002-04-23,47992800,0,52007200
2002-04-30,47992800,0,52007200
2002-05-07,47992800,0,52007200
2002-05-14,47992800,0,52007200
2002-05-21,47992800,0,52007200
2002-05-28,47992800,0,52007200
2002-06-04,47992800,0,52007200
2002-06-11,47992800,0,52007200
2002-06-18,47992800,0,52007200
2002-06-25,47992800,0,52007200
2002-07-02,47992800,0,52007200
2002-07-09,47992800,0,52007200
2002-07-16,47992800,0,52007200
2002-07-23,47992800,0,52007200
2002-07-30,47992800,0,52007200
2002-08-06,47992800,0,52007200
2002-08-13,47992800,0,52007200
2002-08-20,47992800,0,52007200
2002-08-27,47992800,0,52007200
2002-09-03,47992800,0,52007200
2002-09-10,47992800,0,52007200
2002-09-17,47992800,0,52007200
2002-09-24,47992800,0,52007200
2002-10-01,47992800,0,52007200
2002-10-08,47992800,0,52007200
2002-10-15,47992800,0,52007200
2002-10-22,47992800,0,52007200
2002-10-29,47992800,0,52007200
2002-11-05,47992800,0,52007200
2002-11-12,47992800,0,52007200
2002-11-19,47992800,0,52007200
2002-11-26,47992800,0,52007200
2002-12-03,47992800,0,52007200
2002-12-10,47992800,0,52007200
2002-12-17,47992800,0,52007200
2002-12-24,47992800,0,52007200
2002-12-31,47992800,0,52007200
2003-01-07,47992800,0,52007200
2003-01-14,47992800,0,52007200
2003-01-21,47992800,0,52007200
2003-01-28,47992800,0,52007200
2003-02-04,47992800,0,52007200
2003-02-11,47992800,0,52007200
2003-02-18,47992800,0,52007200
2003-02-25,47992800,0,52007200
2003-03-04,47992800,0,52007200
2003-03-11,47992800,0,52007200
2003-03-18,47992800,0,52007200
2003-03-25,47992800,0,52007200
2003-04-01,47992800,0,52007200
2003-04-08,47992800,0,52007200
2003-04-15,47992800,0,52007200
2003-04-22,47992800,0,52007200
2003-04-29,47992800,0,52007200
2003-05-06,47992800,0,52007200
2003-05-13,47992800,0,52007200
2003-05-20,47992800,0,52007200
2003-05-27,47992800,0,52007200
2003-06-03,47992800,0,52007200
2003-06-10,47992800,0,52007200
2003-06-17,47992800,0,52007200
2003-06-24,47992800,0,52007200
2003-07-01,47992800,0,52007200
2003-07-08,47992800,0,52007200
2003-07-15,47992800,0,52007200
2003-07-22,47992800,0,52007200
2003-07-29,47992800,0,52007200
2003-08-05,47992800,0,52007200
2003-08-12,47992800,0,52007200
2003-08-19,47992800,0,52007200
2003-08-26,47992800,0,52007200
2003-09-02,47992800,0,52007200
2003-09-09,47992800,0,52007200
2003-09-16,47992800,0,52007200
2003-09-23,47992800,0,52007200
2003-09-30,47992800,0,52007200
2003-10-07,47992800,0,52007200
2003-10-14,47992800,0,52007200
2003-10-21,47992800,0,52007200
2003-10-28,47992800,0,52007200
2003-11-04,47992800,0,52007200
2003-11-11,47992800,0,52007200
2003-11-18,47992800,0,52007200
2003-11-25,47992800,0,52007200
2003-12-02,47992800,0,52007200
2003-12-09,47992800,0,52007200
2003-12-16,47992800,0,52007200
2003-12-23,47992800,0,52007200
2003-12-30,47992800,0,52007200
2004-01-06,47992800,0,52007200
2004-01-13,47992800,0,52007200
2004-01-20,47992800,0,52007200
2004-01-27,47992800,0,52007200
2004-02-03,47992800,0,52007200
2004-02-10,47992800,0,52007200
2004-02-17,47992800,0,52007200
2004-02-24,47992800,0,52007200
2004-03-02,47992800,0,52007200
2004-03-09,47992800,0,52007200
2004-03-16,47992800,0,52007200
2004-03-23,47992800,0,52007200
2004-03-30,47992800,0,52007200
2004-04-06,47992800,0,52007200
2004-04-13,47992800,0,52007200
2004-04-20,47992800,0,52007200
2004-04-27,47992800,0,52007200
2004-05-04,47992800,0,52007200
2004-05-11,47992800,0,52007200
2004-05-18,47992800,0,52007200
2004-05-25,47992800,0,52007200
2004-06-01,47992800,0,52007200
2004-06-08,47992800,0,52007200
2004-06-15,47992800,0,52007200
2004-06-22,47992800,0,52007200
2004-06-29,47992800,0,52007200
2004-07-06,47992800,0,52007200
2004-07-13,47992800,0,52007200
2004-07-20,47992800,0,52007200
2004-07-27,47992800,0,52007200
2004-08-03,47992800,0,52007200
2004-08-10,47992800,0,52007200
2004-08-17,47992800,0,52007200
2004-08-24,47992800,0,52007200
2004-08-31,47992800,0,52007200
2004-09-07,47992800,0,52007200
2004-09-14,47992800,0,52007200
2004-09-21,47992800,0,52007200
2004-09-28,47992800,0,52007200
2004-10-05,47992800,0,52007200
2004-10-12,47992800,0,52007200
2004-10-19,47992800,0,52007200
2004-10-26,47992800,0,52007200
2004-11-02,47992800,0,52007200
2004-11-09,47992800,0,52007200
2004-11-16,47992800,0,52007200
2004-11-23,47992800,0,52007200
2004-11-30,47992800,0,52007200
2004-12-07,47992800,0,52007200
2004-12-14,47992800,0,52007200
2004-12-21,47992800,0,52007200
2004-12-28,47992800,0,52007200
2005-01-04,47992800,0,52007200
2005-01-11,47992800,0,52007200
2005-01-18,47992800,0,52007200
2005-01-25,47992800,0,52007200
2005-02-01,47992800,0,52007200
2005-02-08,47992800,0,52007200
2005-02-15,47992800,0,52007200
2005-02-22,47992800,0,52007200
2005-03-01,47992800,0,52007200
2005-03-08,47992800,0,52007200
2005-03-15,47992800,0,52007200
2005-03-22,47992800,0,52007200
2005-03-29,47992800,0,52007200
2005-04-05,47992800,0,52007200
2005-04-12,47992800,0,52007200
2005-04-19,47992800,0,52007200
2005-04-26,47992800,0,52007200
2005-05-03,47992800,0,52007200
2005-05-10,47992800,0,52007200
2005-05-17,47992800,0,52007200
2005-05-24,47992800,0,52007200
2005-05-31,47992800,0,52007200
2005-06-07,47992800,0,52007200
2005-06-14,47992800,0,52007200
2005-06-21,47992800,0,52007200
2005-06-28,47992800,0,52007200
2005-07-05,47992800,0,52007200
2005-07-12,47992800,0,52007200
2005-07-19,47992800,0,52007200
2005-07-26,47992800,0,52007200
2005-08-02,47992800,0,52007200
2005-08-09,47992800,0,52007200
2005-08-16,47992800,0,52007200
2005-08-23,47992800,0,52007200
2005-08-30,47992800,0,52007200
2005-09-06,47992800,0,52007200
2005-09-13,47992800,0,52007200
2005-09-20,47992800,0,52007200
2005-09-27,47992800,0,52007200
2005-10-04,47992800,0,52007200
2005-10-11,47992800,0,52007200
2005-10-18,47992800,0,52007200
2005-10-25,47992800,0,52007200
2005-11-01,47992800,0,52007200
2005-11-08,47992800,0,52007200
2005-11-15,47992800,0,52007200
2005-11-22,47992800,0,52007200
2005-11-29,47992800,0,52007200
2005-12-06,47992800,0,52007200
2005-12-13,47992800,0,52007200
2005-12-20,47992800,0,52007200
2005-12-27,47992800,0,52007200
2006-01-03,47992800,0,52007200
2006-01-10,47992800,0,52007200
2006-01-17,47992800,0,52007200
2006-01-24,47992800,0,52007200
2006-01-31,47992800,0,52007200
2006-02-07,47992800,0,52007200
2006-02-14,47992800,0,52007200
2006-02-21,47992800,0,52007200
2006-02-28,47992800,0,52007200
2006-03-07,47992800,0,52007200
2006-03-14,47992800,0,52007200
2006-03-21,47992800,0,52007200
2006-03-28,47992800,0,52007200
2006-04-04,47992800,0,52007200
2006-04-11,47992800,0,52007200
2006-04-18,47992800,0,52007200
2006-04-25,47992800,0,52007200
2006-05-02,47992800,0,52007200
2006-05-09,47992800,0,52007200
2006-05-16,47992800,0,52007200
2006-05-23,47992800,0,52007200
2006-05-30,47992800,0,52007200
2006-06-06,47992800,0,52007200
2006-06-13,47992800,0,52007200
2006-06-20,47992800,0,52007200
2006-06-27,47992800,0,52007200
2006-07-04,47992800,0,52007200
2006-07-11,47992800,0,52007200
2006-07-18,47992800,0,52007200
2006-07-25,47992800,0,52007200
2006-08-01,47992800,0,52007200
2006-08-08,47992800,0,52007200
2006-08-15,47992800,0,52007200
2006-08-22,47992800,0,52007200
2006-08-29,47992800,0,52007200
2006-09-05,47992800,0,52007200
2006-09-12,47992800,0,52007200
2006-09-19,47992800,0,52007200
2006-09-26,47992800,0,52007200
2006-10-03,47992800,0,52007200
2006-10-10,47992800,0,52007200
2006-10-17,47992800,0,52007200
2006-10-24,47992800,0,52007200
2006-10-31,47992800,0,52007200
2006-11-07,47992800,0,52007200
2006-11-14,47992800,0,52007200
2006-11-21,47992800,0,52007200
2006-11-28,47992800,0,52007200
2006-12-05,47992800,0,52007200
2006-12-12,47992800,0,52007200
2006-12-19,47992800,0,52007200
2006-12-26,47992800,0,52007200
2007-01-02,47992800,0,52007200
2007-01-09,47992800,0,52007200
2007-01-16,47992800,0,52007200
2007-01-23,47992800,0,52007200
2007-01-30,47992800,0,52007200
2007-02-06,47992800,0,52007200
2007-02-13,47992800,0,52007200
2007-02-20,47992800,0,52007200
2007-02-27,47992800,0,52007200
2007-03-06,47992800,0,52007200
2007-03-13,47992800,0,52007200
2007-03-20,47992800,0,52007200
2007-03-27,47992800,0,52007200
2007-04-03,47992800,0,52007200
2007-04-10,47992800,0,52007200
2007-04-17,47992800,0,52007200
2007-04-24,47992800,0,52007200
2007-05-01,47992800,0,52007200
2007-05-08,47992800,0,52007200
2007-05-15,47992800,0,52007200
2007-05-22,47992800,0,52007200
2007-05-29,47992800,0,52007200
2007-06-05,47992800,0,52007200
2007-06-12,47992800,0,52007200
2007-06-19,47992800,0,52007200
2007-06-26,47992800,0,52007200
2007-07-03,47992800,0,52007200
2007-07-10,47992800,0,52007200
2007-07-17,47992800,0,52007200
2007-07-24,47992800,0,52007200
2007-07-31,47992800,0,52007200
2007-08-07,47992800,0,52007200
2007-08-14,47992800,0,52007200
2007-08-21,47992800,0,52007200
2007-08-28,47992800,0,52007200
2007-09-04,47992800,0,52007200
2007-09-11,47992800,0,52007200
2007-09-18,47992800,0,52007200
2007-09-25,47992800,0,52007200
2007-10-02,47992800,0,52007200
2007-10-09,47992800,0,52007200
2007-10-16,47992800,0,52007200
2007-10-23,47992800,0,52007200
2007-10-30,47992800,0,52007200
2007-11-06,47992800,0,52007200
2007-11-13,47992800,0,52007200
2007-11-20,47992800,0,52007200
2007-11-27,47992800,0,52007200
2007-12-04,47992800,0,52007200
2007-12-11,47992800,0,52007200
2007-12-18,47992800,0,52007200
2007-12-25,47992800,0,52007200
2008-01-01,47992800,0,52007200
2008-01-08,47992800,0,52007200
2008-01-15,47992800,0,52007200
2008-01-22,47992800,0,52007200
2008-01-29,47992800,0,52007200
2008-02-05,47992800,0,52007200
2008-02-12,47992800,0,52007200
2008-02-19,47992800,0,52007200
2008-02-26,47992800,0,52007200
2008-03-04,47992800,0,52007200
2008-03-11,47992800,0,52007200
2008-03-18,47992800,0,52007200
2008-03-25,47992800,0,52007200
2008-04-01,47992800,0,52007200
2008-04-08,47992800,0,52007200
2008-04-15,47992800,0,52007200
2008-04-22,47992800,0,52007200
2008-04-29,47992800,0,52007200
2008-05-06,47992800,0,52007200
2008-05-13,47992800,0,52007200
2008-05-20,47992800,0,52007200
2008-05-27,47992800,0,52007200
2008-06-03,47992800,0,52007200
2008-06-10,47992800,0,52007200
2008-06-17,47992800,0,52007200
2008-06-24,47992800,0,52007200
2008-07-01,47992800,0,52007200
2008-07-08,47992800,0,52007200
2008-07-15,47992800,0,52007200
2008-07-22,47992800,0,52007200
2008-07-29,47992800,0,52007200
2008-08-05,47992800,0,52007200
2008-08-12,47992800,0,52007200
2008-08-19,47992800,0,52007200
2008-08-26,47992800,0,52007200
2008-09-02,47992800,0,52007200
2008-09-09,47992800,0,52007200
2008-09-16,47992800,0,52007200
2008-09-23,47992800,0,52007200
2008-09-30,47992800,0,52007200
2008-10-07,47992800,0,52007200
2008-10-14,47992800,0,52007200
2008-10-21,47992800,0,52007200
2008-10-28,47992800,0,52007200
2008-11-04,47992800,0,52007200
2008-11-11,47992800,0,52007200
2008-11-18,47992800,0,52007200
2008-11-25,47992800,0,52007200
2008-12-02,47992800,0,52007200
2008-12-09,47992800,0,52007200
2008-12-16,47992800,0,52007200
2008-12-23,47992800,0,52007200
2008-12-30,47992800,0,52007200
2009-01-06,47992800,0,52007200
2009-01-13,47992800,0,52007200
2009-01-20,47992800,0,52007200
2009-01-27,47992800,0,52007200
2009-02-03,47992800,0,52007200
2009-02-10,47992800,0,52007200
2009-02-17,47992800,0,52007200
2009-02-24,47992800,0,52007200
2009-03-03,47992800,0,52007200
2009-03-10,47992800,0,52007200
2009-03-17,47992800,0,52007200
2009-03-24,47992800,0,52007200
2009-03-31,47992800,0,52007200
2009-04-07,47992800,0,52007200
2009-04-14,47992800,0,52007200
2009-04-21,47992800,0,52007200
2009-04-28,47992800,0,52007200
2009-05-05,47992800,0,52007200
2009-05-12,47992800,0,52007200
2009-05-19,47992800,0,52007200
2009-05-26,47992800,0,52007200
2009-06-02,47992800,0,52007200
2009-06-09,47992800,0,52007200
2009-06-16,47992800,0,52007200
2009-06-23,47992800,0,52007200
2009-06-30,47992800,0,52007200
2009-07-07,47992800,0,52007200
2009-07-14,47992800,0,52007200
2009-07-21,47992800,0,52007200
2009-07-28,47992800,0,52007200
2009-08-04,47992800,0,52007200
2009-08-11,47992800,0,52007200
2009-08-18,47992800,0,52007200
2009-08-25,47992800,0,52007200
2009-09-01,47992800,0,52007200
2009-09-08,47992800,0,52007200
2009-09-15,47992800,0,52007200
2009-09-22,47992800,0,52007200
2009-09-29,47992800,0,52007200
2009-10-06,47992800,0,52007200
2009-10-13,47992800,0,52007200
2009-10-20,47992800,0,52007200
2009-10-27,47992800,0,52007200
2009-11-03,47992800,0,52007200
2009-11-10,47992800,0,52007200
2009-11-17,47992800,0,52007200
2009-11-24,47992800,0,52007200
2009-12-01,47992800,0,52007200
2009-12-08,47992800,0,52007200
2009-12-15,47992800,0,52007200
2009-12-22,47992800,0,52007200
2009-12-29,47992800,0,52007200
2010-01-05,47992800,0,52007200
2010-01-12,47992800,0,52007200
2010-01-19,47992800,0,52007200
2010-01-26,47992800,0,52007200
2010-02-02,47992800,0,52007200
2010-02-09,47992800,0,52007200
2010-02-16,47992800,0,52007200
2010-02-23,47992800,0,52007200
2010-03-02,47992800,0,52007200
2010-03-09,47992800,0,52007200
2010-03-16,47992800,0,52007200
2010-03-23,47992800,0,52007200
2010-03-30,47992800,0,52007200
2010-04-06,47992800,0,52007200
2010-04-13,47992800,0,52007200
2010-04-20,47992800,0,52007200
2010-04-27,47992800,0,52007200
2010-05-04,47992800,0,52007200
2010-05-11,47992800,0,52007200
2010-05-18,47992800,0,52007200
2010-05-25,47992800,0,52007200
2010-06-01,47992800,0,52007200
2010-06-08,47992800,0,52007200
2010-06-15,47992800,0,52007200
2010-06-22,47992800,0,52007200
2010-06-29,47992800,0,52007200
2010-07-06,47992800,0,52007200
2010-07-13,47992800,0,52007200
2010-07-20,47992800,0,52007200
2010-07-27,47992800,0,52007200
2010-08-03,47992800,0,52007200
2010-08-10,47992800,0,52007200
2010-08-17,47992800,0,52007200
2010-08-24,47992800,0,52007200
2010-08-31,47992800,0,52007200
2010-09-07,47992800,0,52007200
2010-09-14,47992800,0,52007200
2010-09-21,47992800,0,52007200
2010-09-28,47992800,0,52007200
2010-10-05,47992800,0,52007200
2010-10-12,47992800,0,52007200
2010-10-19,47992800,0,52007200
2010-10-26,47992800,0,52007200
2010-11-02,47992800,0,52007200
2010-11-09,47992800,0,52007200
2010-11-16,47992800,0,52007200
2010-11-23,47992800,0,52007200
2010-11-30,47992800,0,52007200
2010-12-07,47992800,0,52007200
2010-12-14,47992800,0,52007200
2010-12-21,47992800,0,52007200
2010-12-28,47992800,0,52007200
2011-01-04,47992800,0,52007200
2011-01-11,47992800,0,52007200
2011-01-18,47992800,0,52007200
2011-01-25,47992800,0,52007200
2011-02-01,47992800,0,52007200
2011-02-08,47992800,0,52007200
2011-02-15,47992800,0,52007200
2011-02-22,47992800,0,52007200
2011-03-01,47992800,0,52007200
2011-03-08,47992800,0,52007200
2011-03-15,47992800,0,52007200
2011-03-22,47992800,0,52007200
2011-03-29,47992800,0,52007200
2011-04-05,47992800,0,52007200
2011-04-12,47992800,0,52007200
2011-04-19,47992800,0,52007200
2011-04-26,47992800,0,52007200
2011-05-03,47992800,0,52007200
2011-05-10,47992800,0,52007200
2011-05-17,47992800,0,52007200
2011-05-24,47992800,0,52007200
2011-05-31,47992800,0,52007200
2011-06-07,47992800,0,52007200
2011-06-14,47992800,0,52007200
